Address; Name; Size
"$0A40D";"Solldrehzahl";"6x1"
"$0A3EE";"Einstellbare LL-Solldrehzal Minimum";"1x1"
"$0A3EE";"Einstellbare LL-Solldrehzal Minimum";"1x1"
"$0A3EF";"Einstellbare LL-Solldrehzal Maximum";"1x1"
"$0A3EF";"Einstellbare LL-Solldrehzal Maximum";"1x1"
"$00191";"Obere  Drehzahl-Hytereseschwelle für LL-ZW-Eingriffe";"1x1"
"$00192";"Untere Drehzahl-Hytereseschwelle für LL-ZW-Eingriffe";"1x1"
"$01A2E";"Wartezeit 1 im NLP-Lernen";"1x1"
"$01A2F";"Wartezeit 2 im NLP-Lernen";"1x1"
"$0273E";"obere Drehzahlgrenze für Regelung hinter Kat";"1x1"
"$0273F";"untere Drehzahlgrenze für Regelung hinter Kat";"1x1"
"$00070";"Drehzahlschwelle für Unterdrücken gesteuertes Kat-Ausräumen";"1x1"
"$02736";"Drehzahlschwelle, Abschalten LR bei Schub, in Verbindung mit LL und TLLRSHB";"1x1"
"$00193";"Obere Drehzahl-Hytereseschwelle für LSD-ZW-Eingriffe";"1x1"
"$00194";"Untere Drehzahl-Hytereseschwelle für LSD-ZW-Eingriffe";"1x1"
"$04302";"Drehzahlbegrenzung";"1x1"
"$04302";"Drehzahlbegrenzung";"1x1"
"$00430";"gangabhängiges P-Glied bei NMAX Regelung";"7x1"
"$01344";"Min. Drehzahl für Ausblendung der Aussetzererkennung";"1x1"
"$01341";"Min. Drehzahl für Ausblendung der Aussetzererkennung DMDDLU";"1x1"
"$04300";"Minimal Drehzahl";"1x1"
"$04300";"Minimal Drehzahl";"1x1"
"$01EDC";"Minimale Drehzahlschwelle zur VMAX-Regelung";"1x1"
"$07A68";"minimale Drehzahl für Motordrehzahlüberwachung der Funktionsüberwachung";"1x1"
"$02332";"Drehzahl-Schwelle fürs Setzen der Zyklusflags der Funktionsüberwachungs-Diagnose";"1x1"
"$009E5";"Drehzahlschwelle für Integratorfreigabe zur Adaption der Leckluft";"1x1"
"$0219E";"";"8x1"
"$0219E";"";"8x1"
"$07AD7";"Sützstellenverteilung für Motordrehzahl in der Funktionsüberwachung";"8x1"
"$07AD7";"Sützstellenverteilung für Motordrehzahl in der Funktionsüberwachung";"8x1"
"$01345";"Max. Drehzahl für Ausblendung der Aussetzererkennung";"1x1"
"$0043E";"Maximaldrehzahl für Drosselklappen-Antrieb-Ersatz-Funktion";"6x1"
"$04304";"Maximaldrehzahl bei unbekannter Drosselklappenposition";"1x1"
"$00060";"Maximaldrehzahl bei unbekannter Drosselklappenposition -> Ev-Abschaltung";"1x1"
"$05F7C";"Drehzahlübergang Normal -> Start";"1x1"
"$0A534";"Drehzahlübergang Normal -> Start";"3x1"
"$0906D";"obere n-Grenze f. Auswertung aller NW-Flanken";"1x1"
"$0906E";"Hysteresebreite zur Umschaltung auf 1 NW-Flanke je NW-Umdrehung";"1x1"
"$026F5";"Drehzahlschwelle für Abschaltung NW-Regelung";"1x1"
"$09510";"obere Drehzahlschwelle Bereich 1";"1x1"
"$09697";"Lernen der Beladung freigeben";"1x1"
"$09511";"Codewort für Adaptionsfreigabe";"1x1"
"$00082";"Codeword für Soll-Tastverhältnis nicht verzögern";"1x1"
"$0007F";"Mindestdrehzahl für Begrenzung Stelleingriff rkat bei niedrigen Drehzahlen";"1x1"
"$0007F";"Mindestdrehzahl für Begrenzung Stelleingriff rkat bei niedrigen Drehzahlen";"1x1"
"$07AC5";"Motordrehzahl-Schwelle für den rl/rlip-Vergleich in der Funktionsüberwachg";"1x1"
"$04010";"Minimaldrehzahl zur Berechnung von umsrln";"1x1"
"$01CDF";"Solldrehzahl bei Klimaanlage ein (S_AC = 1)";"1x1"
"$01CE0";"Solldrehzahl bei Klimaanlage ein (S_AC = 1) und eingelegter Fahrstufe (S_fs=1)";"1x1"
"$0A3F0";"Einstellbare LL-Solldrehzal Minimum bei AC";"1x1"
"$0A3F0";"Einstellbare LL-Solldrehzal Minimum bei AC";"1x1"
"$0A3F1";"Einstellbare LL-Solldrehzal Maximum bei AC";"1x1"
"$0A3F1";"Einstellbare LL-Solldrehzal Maximum bei AC";"1x1"
"$07CA2";"Nachstartüberwachungszeit für die Funktionsüberwachung";"1x1"
"$0A3F2";"Einstellbare LL-Solldrehzal Minimum bei Unterspannung";"1x1"
"$0A3F2";"Einstellbare LL-Solldrehzal Minimum bei Unterspannung";"1x1"
"$0A3F3";"Einstellbare LL-Solldrehzal Maximum bei Unterspannung";"1x1"
"$0A3F3";"Einstellbare LL-Solldrehzal Maximum bei Unterspannung";"1x1"
"$0A418";"Solldrehzahl abhängig vom Pumpendruck der Servolenkung";"4x1"
"$0A421";"Solldrehzahl abhängig vom Pumpendruck der Servolenkung bei B_fs=1";"4x1"
"$01CE1";"Soll-Drehzahlschwelle für Getriebesteuerung B_nsmin";"1x1"
"$01CE2";"Solldrehzahlanhebung bei B_nnot=1";"1x1"
"$01CE3";"Solldrehzahlanhebung bei Notlauf";"1x1"
"$01CE4";"Solldrehzahlanhebung bei Notlauf und Fahrstufe EIN";"1x1"
"$01CE5";"Solldrehzahlanhebung bei B_nnot=1 und Fahrstufe";"1x1"
"$07A69";"Entprellzeit für Abschaltung der Nachstartaufweitung";"1x1"
"$01EBD";"Motordrehzahlschwelle für Unterdrehzahl-Ausstieg bei Nachstartaufweitung";"1x1"
"$0235E";"Maximale Solldrehzahl-Schwelle für Tankentlüftungsdiagnose";"1x1"
"$01EBE";"Motordrehzahlschwelle für Start Ende bei Nachstartaufweitung";"1x1"
"$0233D";"Drehzahlschwelle für Startende autom. Start f(TMOT)";"6x1"
"$0A53B";"Übergang Start -> Normal";"3x1"
"$09B7C";"nsoll bei Batterieladebilanz zu niedrig";"1x1"
"$09B7D";"nsoll bei Batterieladebilanz iO";"1x1"
"$0234C";"Drehzahlschwelle Umschaltg. zur Rechenzeitersparnis";"1x1"
"$0234D";"Drehzahlschwelle 1 Umschaltg. zur Rechenzeitersparnis";"1x1"
"$0234E";"";"1x1"
"$00B28";"Sperrzeit für Antiruckelfunktion";"5x1"
"$01CE6";"Angehobene Solldrehzahl bei stark beladenem AKF";"1x1"
"$01CE7";"Angehobene Solldrehzahl bei stark beladenem AKF und B_fs=1";"1x1"
"$01A07";"obere Drehzahlschwelle für Periodendauer-Kurztest";"1x1"
"$01A08";"untere Drehzahlschwelle für Periodendauer-Kurztest";"1x1"
"$01A09";"obere Drehzahlschwelle für Periodendauerüberwachung vor Kat";"1x1"
"$01A0A";"untere Drehzahlschwelle für Periodendauerüberwachung vor Kat";"1x1"
"$09CD1";"Schwelle Drehzahl für Bestimmung Umgebungstemperatur";"1x1"
"$09AA2";"Schwelle Drehzahl für Bestimmung Umgebungstemperatur aus TANS";"1x1"
"$09512";"untere Drehzahlschwelle Bereich 3";"1x1"
"$042A2";"Motorüberdrehzahlgrenzwert";"1x1"
"$042A2";"Motorüberdrehzahlgrenzwert";"1x1"
"$067FA";"Gangerkennung n/v 1 Gang oben";"1x1"
"$067FC";"Gangerekennung n/v 1 Gang unten";"1x1"
"$067FE";"Gangerkennung n/v 2 Gang oben";"1x1"
"$06800";"Gangerkennung n/v 2 Gang unten";"1x1"
"$06802";"Gangerkennung n/v 3 Gang oben";"1x1"
"$06804";"Gangerkennung n/v 3 Gang unten";"1x1"
"$06806";"Gangerkennung n/v 4 Gang oben";"1x1"
"$06808";"Gangerkennung n/v 4 Gang unten";"1x1"
"$0680A";"Gangerkennung n/v 5 Gang oben";"1x1"
"$0680C";"Gangerkennung n/v 5 Gang unten";"1x1"
"$0680E";"Gangerkennung n/v 6 Gang oben";"1x1"
"$06810";"Gangerkennung n/v 6 Gang unten";"1x1"
"$09063";"Wiedereinsetzdrehzahl";"5x1"
"$0491E";"Wiedereinsetzdrehzahl";"5x1"
"$026F6";"Drehzahlschwelle für Nockenwellensollwinkel-Spätumschaltung";"1x1"
"$07C9E";"Multiplikator für Umrechnung der Zähnezahl in Motordrehzahl für Funktionsüberw.";"1x1"
"$021A7";"";"8x1"
"$021A7";"";"8x1"
"$07AE0";"";"8x1"
"$07AE0";"";"8x1"
"$07A6A";"Motordrehzahlschwelle für Unterdrehzahl-Ausstieg für die Fkt.-Überwachung";"1x1"
"$07A6B";"Motordrehzahlschwelle für Startende in der Fkt.-Überwachung";"1x1"
"$098C9";"Anzahl PG-Flankenwechsel für DG-Fehler B_signal";"1x1"
"$00033";"Anfangswert für Zähler Phasensignal nicht ok";"1x1"
"$02749";"Wichtungsfaktor des P-Anteils in der LRHK über KAT-Alterung";"8x1"
"$0275A";"Wichtungsfaktor des P-Anteils in der LRHK über KAT-Alterung Bank 2";"8x1"
"$0A616";"P-Anteil LRHK, wirkt zusammen mit gewichteter Sondenspannungsdiff. hinter KAT";"8x1"
"$0A61E";"P-Anteil LRHK, wirkt zusammen mit gewichteter Sondenspannungsdiff. h.KAT Bank2";"8x1"
"$0B056";"Saugrohrdruck für Applikation Einspritzung";"1x1"
"$074B0";"Maximaler Saugrohrdruck bei Leckdiagnose";"1x1"
"$05C32";"Verhältnis pspvdk ungedrosselt";"12x1"
"$05C32";"Verhältnis pspvdk ungedrosselt";"12x1"
"$0B01E";"Ersatzwert für Umgebungsdruck";"1x1"
"$009D4";"Pulsationskorrektur abhängig von Ansauglufttemperatur";"8x1"
"$0B828";"Umgebungsdruckkorrektur abhängig von Fahrzeuggeschwindigkeit";"8x1"
"$0B020";"Umgebungsdruckbegrenzung minimal";"1x1"
"$0B022";"Umgebungsdruckbegrenzung maximal";"1x1"
"$073AC";"maximal plausible Umgebungsdruckschwelle";"1x1"
"$073AE";"minimal plausible Umgebungsdruckschwelle";"1x1"
"$09CA2";"pvdk min. Schwelle für Fehlererkennung Ladedrucksensor";"1x1"
"$09CA8";"Ladedruckgrenze für Diagnose max. Fehler";"4x1"
"$01D44";"LLR: P-Verstärkung bei stehendem Fahrzeug";"8x1"
"$01D4C";"LLR: P-Verstärkung bei rollendem Fahrzeug";"8x1"
"$01D54";"LLR: P-Zündungsanteilverstärkung bei rollendem Fzg.";"8x1"
"$01D5C";"LLR: P-Zündungsanteilverstärkung bei stehendem Fzg.";"8x1"
"$0005D";"Prozentuale Häufigkeit der ZW-Ausgabe durch die KR während Dynamikadaption";"1x1"
"$01536";"Abstand zur Bestimmung des arithmet Mittelwertes - DMDLU";"1x1"
"$04276";"minimaler fri-Quotient für Stationärbedingung Lambdaregler";"1x1"
"$04278";"maximaler fri-Quotient für Stationärbedingung Lambdaregler";"1x1"
"$05DFA";"Belastungswiderstand für Pumpstrom-Erzeugung";"1x1"
"$05DFA";"Belastungswiderstand für Pumpstrom-Erzeugung";"1x1"
"$0232E";"";"1x1"
"$07C68";"Fehlerzeit bei der Funktions-Fehlerreaktionsüberwachung in der Funktionsüberw.";"1x1"
"$0232F";"";"1x1"
"$07C69";"Fehlerzeit bei der Funktionsüberwachungs-Fehlerreaktionsüberwachung";"1x1"
"$009F4";"Ev-Abschaltmuster für Momentenreduzierung";"8x8"
"$0000E";"Hysterese der Reduzierstufe bei größerer Soll-Reduzierstufe als Ist-Wert";"1x1"
"$0000F";"Hysterese der Reduzierstufe bei kleinerer Soll-Reduzierstufe als Ist-Wert";"1x1"
"$09006";"Schwelle zwischen Zündeingriff und Einspritzausblendung";"5x1"
"$0003C";"Startwert Referenzpegel bei Klopfregelung aktiv";"1x1"
"$05DFC";"Innenwiderstand Ri der Nernstsonde hinter KAT auf Maximalwert begrenzen";"1x1"
"$067CA";"Innenwiderstand Ri der Nernstsonde auf Maximalwert begrenzen";"1x1"
"$0ACE8";"Schwelle für Reset Signalunterbrechung mit Ri-Diagnose hinter KAT";"1x1"
"$0ACF8";"Schwelle für Reset Signalunterbrechung mit Ri-Diagnose vor KAT";"1x1"
"$06A1E";"untere Schwelle additive Korrektur pro Zeit LL-CO Abgleich";"1x1"
"$06A20";"obere Schwelle additive Korrektur pro Zeit LL-CO Abgleich";"1x1"
"$0B0CC";"Delta rkat- bzw. rkaz-Schwelle für Erkennung der eingeschwungenen Grundadaption";"1x1"
"$0B0CE";"untere Diagnoseschwelle additive Korrektur pro Zeit";"1x1"
"$0B0D0";"obere Diagnoseschwelle additive Korrektur pro Zeit";"1x1"
"$0A982";"untere Schwelle additive Korrektur pro Zeit";"1x1"
"$0A984";"obere Schwelle additive Korrektur pro Zeit";"1x1"
"$0A986";"reduzierte untere Schwelle additive Korrektur pro Zeit";"1x1"
"$0A988";"reduzierte obere Schwelle additive Korrektur pro Zeit";"1x1"
"$0B0D2";"untere Diagnoseschwelle additive Korrektur pro Zündung";"1x1"
"$0B0D4";"obere Diagnoseschwelle additive Korrektur pro Zündung";"1x1"
"$0A98A";"untere Schwelle additive Korrektur pro Zündung";"1x1"
"$0A98C";"obere Schwelle additive Korrektur pro Zündung";"1x1"
"$0A98E";"reduzierte untere Schwelle additive Korrektur pro Zündung";"1x1"
"$0A990";"reduzierte obere Schwelle additive Korrektur pro Zündung";"1x1"
"$04264";"rk-Schwelle für BA-Anzeige";"1x1"
"$0916C";"Maximaler Referenzpegel für Klopferkennungsschwelle Zyl.-gruppe 1";"16x1"
"$0917C";"Maximaler Referenzpegel für Klopferkennungsschwelle Zyl.-gruppe 2";"16x1"
"$05DFE";"Widerstand zwischen kongurierende Spannung und Sondensignal";"1x1"
"$05DFE";"Widerstand zwischen kongurierende Spannung und Sondensignal";"1x1"
"$04266";"Schwelle Summe Kurz-/Langzeitanteil";"1x1"
"$04268";"rk-Schwelle für VA-Anzeige";"1x1"
"$07AC6";"Fehlertoleranzzeit für den rl-Vergleich mit der Funktion in der Funktionsüberw.";"1x1"
"$019F1";"Obere Lastgrenze für Funktionsanforderung";"1x1"
"$019F2";"Obere Lastkennlinie für DKAT-aktiv";"5x1"
"$019F7";"Untere Lastkennlinie für DKAT-aktiv";"5x1"
"$019FC";"Untere Lastgrenze für Funktionsanforderung";"1x1"
"$0A3E7";"Füllungsschwelle für Diagnose LLR";"1x1"
"$07AC7";"Filter-Zeitkonstante für verzögerte Lastinfo rlipt_um in d. Funktionsüberwachung";"1x1"
"$07AC8";"Verzugszeit für Lastinformation rlip_um in der Funktionsüberwachg";"1x1"
"$07AC9";"Fehlertoleranzzeit für den rl/rlip-Vergleich in der Funktionsüberwachg";"1x1"
"$00189";"Lastsignal rl - Schwelle für Klopfschutz";"1x1"
"$02363";"Lastschwelle zur Freigabe TANS-Monitor in DLDP-Funktion";"1x1"
"$0A626";"Kennlinie über nmot, obere rL Regelgrenze für Regler hinter KAT";"8x1"
"$0A62E";"Kennlinie über nmot, untere rL Regelgrenze für Regler hinter KAT";"8x1"
"$02737";"relative Lastschwelle, Abschalten LR bei SLS, in Verbindung mit LL und NLRSHB";"1x1"
"$0A554";"Kennlinie über nmot, untere rL Regelgrenze für Regler vor KAT";"8x1"
"$00452";"Kennlinie minimale Füllung";"12x1"
"$0045E";"Kennlinie minimale Füllung im Schub";"12x1"
"$0234F";"";"1x1"
"$009ED";"Notlauf rl bei E_DK und !E_HFM";"6x1"
"$09513";"obere Lastschwelle Bereich 2";"1x1"
"$09514";"obere rl - Schwelle Bereich 3";"1x1"
"$0A565";"Lastschwelle Lambdaregelung";"8x1"
"$0A56D";"obere rL - Schwelle für Auslösen Sperre LR bei VA";"1x1"
"$01346";"Lastschwelle zur Schuberkennung für Ausblendung der Aussetzererkennung";"8x1"
"$0235F";"Maximale rl-Schwelle für Tankentlüftungsdiagnose";"1x1"
"$01A0B";"obere Lastschwelle für Periodendauer-Kurztest";"1x1"
"$01A0C";"untere Lastschwelle für Periodendauer-Kurztest";"1x1"
"$01A0D";"obere Lastschwelle für Periodendauerüberwachung vor Kat";"1x1"
"$01A0E";"untere Lastschwelle für Periodendauerüberwachung vor Kat";"1x1"
"$09515";"untere rl - Schwelle Bereich 2";"1x1"
"$09516";"untere rl - Schwelle Bereich 3";"1x1"
"$09517";"untere rl -Schwelle oberer multiplikativer Bereich";"1x1"
"$021B0";"";"8x1"
"$021B0";"";"8x1"
"$07AE9";"";"8x1"
"$07AE9";"";"8x1"
"$01DF2";"Maximaler Volumenstrom bei offener Drosselklappe";"11x1"
"$00BE4";"Maximale Füllung für DK-Poti-Plausibilisierung";"12x1"
"$07ACA";"Offset für Toleranzgerade f(rl_um) für rlipf_um in der Funktionsüberwachung";"1x1"
"$07ACB";"Steigung für Toleranzgerade f(rl_um) für rlipf_um in der Funktionsüberwachung";"1x1"
"$096EB";"Diagnoseschwelle für Adaption";"1x1"
"$096EC";"Diagnoseschwelle: verringerte Sekundärluftmasse";"1x1"
"$096ED";"Diagnoseschwelle: Fehler Sekundärluftpumpe, nur Pulse Air";"1x1"
"$096EE";"Schwelle: sehr geringe Sekundärluftmasse, ohne Offset";"1x1"
"$07A60";"maximale Anzahl Resets bei Fehlererkennung im ROM-Check in der Initialisierung";"1x1"
"$07A61";"Kennung zur Anforderung eines Reset-Tastverhältnisses aus der Funktionsüberwach.";"1x1"
"$0B024";"Filterkonstante 1 für Lambdasonden-Signalausgabe";"1x1"
"$09CBD";"Filterkonstante 2 für Lambdasonden-Signalausgabe";"1x1"
"$06712";"SST-Verteilung für den begrenzten Einspritzzähler anztib_w";"12x1"
"$06712";"SST-Verteilung für den begrenzten Einspritzzähler anztib_w";"12x1"
"$01EDE";"";"4x1"
"$0AFD4";"";"8x1"
"$097AB";"";"10x1"
"$097AB";"";"10x1"
"$06D1E";"";"8x1"
"$01123";"SST-Verteilung in DMD, 3 Drehzahl-SST";"3x1"
"$01127";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$090E4";"Klopfsensor für SW-Zylinderzähler 0";"1x1"
"$090E5";"Klopfsensor für SW-Zylinderzähler 1";"1x1"
"$090E6";"Klopfsensor für SW-Zylinderzähler 2";"1x1"
"$090E7";"Klopfsensor für SW-Zylinderzähler 3";"1x1"
"$090E8";"Klopfsensor für SW-Zylinderzähler 4";"1x1"
"$090E9";"Klopfsensor für SW-Zylinderzähler 5";"1x1"
"$090EA";"";"1x1"
"$090EB";"";"1x1"
"$0186C";"";"8x1"
"$097B6";"";"6x1"
"$097B6";"";"6x1"
"$01118";"Schwellwert tmot für fuel-on Adaption aktiv";"1x1"
"$097BD";"";"5x1"
"$097BD";"";"5x1"
"$01875";"";"7x1"
"$01875";"";"7x1"
"$01875";"";"7x1"
"$01875";"";"7x1"
"$0187D";"";"8x1"
"$0187D";"";"8x1"
"$02330";"";"1x1"
"$07C6A";"";"1x1"
"$01886";"SST-Verteilung für den Startadaptionsfaktor kstaa";"6x1"
"$01886";"SST-Verteilung für den Startadaptionsfaktor kstaa";"6x1"
"$01119";"Obere Schwelle (Schwellwert-KL) für Lernfilterwert bei fuel-on/-off Adaption";"8x1"
"$05F56";"Untere Schwelle für Lernfilterwert bei fuel-on/-off Adaption";"1x1"
"$0AA8A";"";"6x1"
"$0AA8A";"";"6x1"
"$0AA98";"";"6x1"
"$0AA98";"";"6x1"
"$07304";"";"6x1"
"$0188D";"";"5x1"
"$0188D";"";"5x1"
"$01893";"";"5x1"
"$01893";"";"5x1"
"$0AAA6";"";"5x1"
"$097C3";"";"6x1"
"$097C3";"";"6x1"
"$097CA";"";"6x1"
"$097CA";"";"6x1"
"$097D1";"";"7x1"
"$0AAB2";"";"7x1"
"$0AAB2";"";"7x1"
"$097D9";"";"8x1"
"$097D9";"";"8x1"
"$0ACD8";"Luftmassenschwelle für Sondendynamik hinter KAT";"1x1"
"$01EC0";"";"8x1"
"$01899";"Stützstellenverteilung Drehzahlgradient, 6 Sst.";"6x1"
"$01899";"Stützstellenverteilung Drehzahlgradient, 6 Sst.";"6x1"
"$018A0";"";"5x1"
"$018A0";"";"5x1"
"$097E2";"";"5x1"
"$097E8";"";"6x1"
"$097E8";"";"6x1"
"$018A6";"";"6x1"
"$018A6";"";"6x1"
"$0AAC2";"";"6x1"
"$0AAC2";"";"6x1"
"$097EF";"";"7x1"
"$097EF";"";"7x1"
"$018AD";"";"7x1"
"$018AD";"";"7x1"
"$018B5";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$018B5";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$018B5";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$018B5";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$018B5";"SST-Verteilung in DMD, 8 Drehzahl-SST";"8x1"
"$018BE";"Stützstellenverteilung Drehzahl, 08 Sst., Füllungseingriffe";"8x1"
"$0AFE6";"";"8x1"
"$02A7E";"";"8x1"
"$0AAD0";"";"8x1"
"$0AAD0";"";"8x1"
"$018C7";"";"8x1"
"$0672C";"";"8x1"
"$097F7";"";"8x1"
"$097F7";"";"8x1"
"$018D0";"";"8x1"
"$018D0";"";"8x1"
"$018D9";"Stützstellenverteilung Drehzahl, 8 Sst.";"8x1"
"$018D9";"Stützstellenverteilung Drehzahl, 8 Sst.";"8x1"
"$018D9";"Stützstellenverteilung Drehzahl, 8 Sst.";"8x1"
"$09800";"";"10x1"
"$09800";"";"10x1"
"$018E2";"Stützstellenverteilung Drehzahl, 10 Sst.";"10x1"
"$018ED";"SST-Verteilung für die Motordrehzahl nmot";"12x1"
"$018ED";"SST-Verteilung für die Motordrehzahl nmot";"12x1"
"$018FA";"Stützstellen für WDKSMX, WDKUGDN";"12x1"
"$018FA";"Stützstellen für WDKSMX, WDKUGDN";"12x1"
"$018FA";"Stützstellen für WDKSMX, WDKUGDN";"12x1"
"$0673E";"";"16x1"
"$0673E";"";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$0980B";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$01907";"";"16x1"
"$06760";"";"16x1"
"$06760";"";"16x1"
"$01918";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$01918";"Stützstellenverteilung Drehzahl, 16 Sst.";"16x1"
"$01929";"";"24x1"
"$01929";"";"24x1"
"$01929";"";"24x1"
"$01CE9";"Stützstellenvert., Solldrehzahlabw., 06 Sst., LL-Regel.";"6x1"
"$01CE9";"Stützstellenvert., Solldrehzahlabw., 06 Sst., LL-Regel.";"6x1"
"$01CE9";"Stützstellenvert., Solldrehzahlabw., 06 Sst., LL-Regel.";"6x1"
"$07ACC";"maximale Differenz zwischen SP1S und SP2S unterhalb der Vollgas-Schwelle";"1x1"
"$07ACD";"maximale Differenz zwischen SP1S und SP2S oberhalb der Vollgas-Schwelle";"1x1"
"$07C6C";"max. Diff. zw. Sollwertpoti1 & Sollwertpoti1 vom Überw.Modul im stationären Fall";"1x1"
"$07C6D";"Bandbreite für die Erkennung auf sp1s stationär";"1x1"
"$07C6E";"Zeit für die Erkennung auf sp1s stationär";"1x1"
"$01942";"";"8x1"
"$07ACE";"";"1x1"
"$07ACF";"Fehlerzeit bei zueinander unplausiblen Sollwerten in der Funktionsüberwachung";"1x1"
"$021B9";"";"8x1"
"$021B9";"";"8x1"
"$07AF2";"Sützstellenverteilung für Pedalwert in der Funktionsüberwachung";"8x1"
"$07AF2";"Sützstellenverteilung für Pedalwert in der Funktionsüberwachung";"8x1"
"$07AD0";"Vollgas-Sollwert-Schwelle zur Umschaltung der maximalen Differenz SP1S-SP2S";"1x1"
"$07322";"";"4x1"
"$0194B";"";"3x1"
"$0194B";"";"3x1"
"$0981C";"Stützstellenverteilung relative Füllung, 4 Sst.";"4x1"
"$0981C";"Stützstellenverteilung relative Füllung, 4 Sst.";"4x1"
"$09821";"";"5x1"
"$0194F";"";"6x1"
"$0194F";"";"6x1"
"$01956";"";"6x1"
"$01956";"";"6x1"
"$0195D";"SST-Verteilung in DMD, 8 Last-SST";"8x1"
"$0195D";"SST-Verteilung in DMD, 8 Last-SST";"8x1"
"$0195D";"SST-Verteilung in DMD, 8 Last-SST";"8x1"
"$0195D";"SST-Verteilung in DMD, 8 Last-SST";"8x1"
"$0195D";"SST-Verteilung in DMD, 8 Last-SST";"8x1"
"$0454C";"";"16x1"
"$0454C";"";"16x1"
"$01966";"Sst-Verteilung für die relative Füllung rl";"12x1"
"$01966";"Sst-Verteilung für die relative Füllung rl";"12x1"
"$01973";"Stützstellenverteilung relative Luftfüllung, 12 St.";"12x1"
"$01973";"Stützstellenverteilung relative Luftfüllung, 12 St.";"12x1"
"$01980";"";"16x1"
"$01980";"";"16x1"
"$01980";"";"16x1"
"$01862";"Schwelle für Readiness-Bildung Abgasrückführungs-Diagnose";"1x1"
"$01863";"Schwelle für Readiness-Bildung Sondenheizungs-Diagnose";"1x1"
"$01864";"Schwelle für Readiness-Bildung Katalysator-Diagnose";"1x1"
"$01865";"Schwelle für Readiness-Bildung Lambdasonden-Diagnose";"1x1"
"$01866";"Schwelle für Readiness-Bildung Sekundärluft-Diagnose";"1x1"
"$01867";"Schwelle für Readiness-Bildung Tankentlüftungs-Diagnose";"1x1"
"$09827";"";"7x1"
"$09827";"";"7x1"
"$0982F";"";"7x1"
"$0982F";"";"7x1"
"$09837";"";"7x1"
"$09837";"";"7x1"
"$0983F";"";"7x1"
"$0983F";"";"7x1"
"$09847";"SST-Verteilung für die Ansauglufttemperatur";"6x1"
"$09847";"SST-Verteilung für die Ansauglufttemperatur";"6x1"
"$0984E";"Stützstellenverteilung Ansauglufttemperatur, 6 Sst.";"6x1"
"$01991";"";"8x1"
"$00052";"Stützstellengrenzwert für KR-Adaption bei Lastdynamik";"1x1"
"$00053";"Stützstellengrenzwert für KR-Adaption bei Drehzahldynamik";"1x1"
"$06782";"";"4x1"
"$0199A";"Stützstellenverteilung Motortemperatur, 4 Sst.";"4x1"
"$0199A";"Stützstellenverteilung Motortemperatur, 4 Sst.";"4x1"
"$09855";"";"4x1"
"$09855";"";"4x1"
"$0985A";"";"5x1"
"$0985A";"";"5x1"
"$0AAE2";"";"5x1"
"$0AAE2";"";"5x1"
"$09860";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$09860";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$09860";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$09867";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$09867";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$09867";"Stützstellenverteilung Motortemperatur, 6 Sst.";"6x1"
"$0986E";"SST-Verteilung in DMD, 8 Temperatur-SST";"8x1"
"$0986E";"SST-Verteilung in DMD, 8 Temperatur-SST";"8x1"
"$09877";"";"8x1"
"$09877";"";"8x1"
"$09880";"Stützstellenverteilung Motortemperatur, 8 Sst.";"8x1"
"$09889";"";"9x1"
"$09889";"";"9x1"
"$09893";"SST-Verteilung für die Motortemperatur tmot";"12x1"
"$09893";"SST-Verteilung für die Motortemperatur tmot";"12x1"
"$09893";"SST-Verteilung für die Motortemperatur tmot";"12x1"
"$097A9";"Lüfteranforderung bei CAN-INST3-Ausfall";"1x1"
"$098A0";"";"12x1"
"$0A200";"Stützstellenverteilung nmot-1 SG-Temperaturhistogramm";"1x1"
"$0A200";"Stützstellenverteilung nmot-1 SG-Temperaturhistogramm";"1x1"
"$0A201";"Stützstellenverteilung nmot-2 SG-Temperaturhistogramm";"1x1"
"$0A201";"Stützstellenverteilung nmot-2 SG-Temperaturhistogramm";"1x1"
"$0A202";"Stützstellenverteilung nmot-3 SG-Temperaturhistogramm";"1x1"
"$0A202";"Stützstellenverteilung nmot-3 SG-Temperaturhistogramm";"1x1"
