time;Intake temp.          ;Throttle pos.                     ;Injection time             ;Vehicle speed       ;Coolant temp.     ;Lambdaintegrator 1                 ;Lambdaintegrator 2                 ;Air mass                     ;Load                         ;Current RPM                 ;Target RPM               ;Engine temp.               ;Pedal pos.                  ;Battery voltage                         ;camshaft position bank 1;camshaft position bank 2;Ignition angle              ;Knock sensor Cyl.1;Knock sensor Cyl.2;Knock sensor Cyl.3;Knock sensor Cyl.4;Knock sensor Cyl.5;Knock sensor Cyl.6;Knock sensor Cyl.7;Knock sensor Cyl.8;Lambdasondenspannung n Kat    ;Lambdasondenspannung n Kat 2  
352732;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.1;7.70732;594.75;600;103.5;0.786131;13.49;-0.0741;0.0819;11.25;0.820302;1.09374;0.820302;1.01561;0.820302;0.97655;0.820302;1.24998;6.2487;6.2487
353337;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.1;7.74699;596.25;600;103.5;0.781248;13.395;0.1248;-0.0312;11.25;0.859364;1.1328;0.820302;1.01561;0.898426;0.97655;0.859364;1.05467;6.2487;6.2487
353472;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.1;7.74699;596.25;600;103.5;0.781248;13.395;0.1248;-0.0312;11.25;0.859364;1.1328;0.820302;1.01561;0.898426;0.97655;0.859364;1.05467;6.2487;6.2487
353684;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.1;7.75768;594.5;600;103.5;0.781248;13.395;-0.0468;0.1404;11.25;0.859364;1.1328;0.78124;1.05467;0.859364;0.937488;0.859364;0.97655;6.2487;6.2487
354018;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.1;7.75768;594.5;600;103.5;0.781248;13.395;-0.0468;0.1404;11.25;0.859364;1.1328;0.78124;1.05467;0.859364;0.937488;0.859364;0.97655;6.2487;6.2487
354261;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16;7.4998;598.75;600;103.5;0.781248;13.395;0.0195;0.0273;9.75;0.820302;1.09374;0.859364;1.01561;0.937488;0.97655;0.859364;0.97655;6.2487;6.2487
354572;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16;7.4998;598.75;600;103.5;0.781248;13.395;0.0195;0.0273;9.75;0.820302;1.09374;0.859364;1.01561;0.937488;0.97655;0.859364;0.97655;6.2487;6.2487
354812;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.4;7.72716;597.5;600;103.5;0.781248;13.395;-0.1014;0.0897;11.25;0.859364;1.09374;0.820302;0.97655;0.898426;0.97655;0.859364;1.01561;6.2487;6.2487
354898;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.4;7.72716;597.5;600;103.5;0.781248;13.395;-0.1014;0.0897;11.25;0.859364;1.09374;0.820302;0.97655;0.898426;0.97655;0.859364;1.01561;6.2487;6.2487
355036;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.2;7.4586;600;600;103.5;0.786131;13.395;0.0858;-0.078;9.75;0.820302;1.05467;0.859364;0.937488;0.859364;1.01561;0.820302;0.97655;6.2487;6.2487
355129;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.2;7.4586;600;600;103.5;0.786131;13.395;0.0858;-0.078;9.75;0.820302;1.05467;0.859364;0.937488;0.859364;1.01561;0.820302;0.97655;6.2487;6.2487
355287;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.61271;596.25;600;103.5;0.786131;13.3;0.1365;-0.0078;10.5;0.78124;1.09374;0.898426;0.937488;0.820302;1.01561;0.859364;1.01561;6.2487;6.2487
355404;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.61271;596.25;600;103.5;0.786131;13.3;0.1365;-0.0078;10.5;0.78124;1.09374;0.898426;0.937488;0.820302;1.01561;0.859364;1.01561;6.2487;6.2487
355536;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.4;7.74699;595.25;600;103.5;0.781248;13.395;0.1131;0.156;11.25;0.820302;1.09374;0.898426;0.937488;0.820302;1.05467;0.820302;1.05467;6.2487;6.2487
355708;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.4;7.74699;595.25;600;103.5;0.781248;13.395;0.1131;0.156;11.25;0.820302;1.09374;0.898426;0.937488;0.820302;1.05467;0.820302;1.05467;6.2487;6.2487
355886;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.3;7.74699;593.5;600;103.5;0.786131;13.3;-0.1131;0.0507;11.25;0.78124;1.1328;0.859364;0.97655;0.859364;1.05467;0.898426;1.05467;6.2487;6.2487
356370;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16.3;7.74699;593.5;600;103.5;0.786131;13.3;-0.1131;0.0507;11.25;0.78124;1.1328;0.859364;0.97655;0.859364;1.05467;0.898426;1.05467;6.2487;6.2487
356709;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16;7.76988;596.25;600;103.5;0.781248;13.395;-0.1131;0.0936;11.25;0.820302;1.05467;0.859364;0.937488;0.898426;0.97655;0.820302;0.97655;6.2487;6.2487
356833;23.25;2.35296;3.12;0;25.5;0.999424;0.999424;16;7.76988;596.25;600;103.5;0.781248;13.395;-0.1131;0.0936;11.25;0.820302;1.05467;0.859364;0.937488;0.898426;0.97655;0.820302;0.97655;6.2487;6.2487
357096;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.2;7.75768;595.5;600;103.5;0.781248;13.49;0.0624;0.1911;11.25;0.859364;1.09374;0.898426;0.97655;0.859364;0.97655;0.859364;1.01561;6.2487;6.2487
357439;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;16.2;7.75768;595.5;600;103.5;0.781248;13.49;0.0624;0.1911;11.25;0.859364;1.09374;0.898426;0.97655;0.859364;0.97655;0.859364;1.01561;6.2487;6.2487
357700;23.25;2.35296;3.088;0;25.5;0.999424;0.999424;15.9;7.68901;596.25;600;103.5;0.786131;13.395;-0.0351;0.2418;11.25;0.859364;1.05467;0.898426;1.01561;0.937488;1.01561;0.937488;0.97655;6.2487;6.2487
357979;23.25;2.35296;3.088;0;25.5;0.999424;0.999424;15.9;7.68901;596.25;600;103.5;0.786131;13.395;-0.0351;0.2418;11.25;0.859364;1.05467;0.898426;1.01561;0.937488;1.01561;0.937488;0.97655;6.2487;6.2487
358204;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.75768;597.5;600;103.5;0.781248;13.49;0.0624;-0.0546;11.25;0.742178;1.17186;0.859364;0.97655;0.937488;0.937488;0.898426;1.05467;6.2487;6.2487
358297;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.75768;597.5;600;103.5;0.781248;13.49;0.0624;-0.0546;11.25;0.742178;1.17186;0.859364;0.97655;0.937488;0.937488;0.898426;1.05467;6.2487;6.2487
358436;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.59288;597.75;600;103.5;0.781248;13.3;0.117;0.2301;10.5;0.78124;1.17186;0.820302;1.01561;0.898426;0.97655;0.859364;1.09374;6.2487;6.2487
358683;23.25;2.35296;3.104;0;25.5;0.999424;0.999424;15.9;7.59288;597.75;600;103.5;0.781248;13.3;0.117;0.2301;10.5;0.78124;1.17186;0.820302;1.01561;0.898426;0.97655;0.859364;1.09374;6.2487;6.2487
358934;23.25;2.35296;3.088;0;24.75;0.999424;0.999424;15.9;7.70732;598;600;103.5;0.786131;13.49;0;-0.0312;11.25;0.78124;1.1328;0.859364;0.97655;0.898426;0.97655;0.859364;1.09374;6.2487;6.2487
359191;23.25;2.35296;3.088;0;24.75;0.999424;0.999424;15.9;7.70732;598;600;103.5;0.786131;13.49;0;-0.0312;11.25;0.78124;1.1328;0.859364;0.97655;0.898426;0.97655;0.859364;1.09374;6.2487;6.2487
364294;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.55473;599.25;600;103.5;0.786131;13.3;0.1755;-0.0663;9.75;0.820302;1.1328;0.820302;0.898426;0.937488;1.01561;0.859364;0.97655;6.2487;6.2487
365012;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.55473;599.25;600;103.5;0.786131;13.3;0.1755;-0.0663;9.75;0.820302;1.1328;0.820302;0.898426;0.937488;1.01561;0.859364;0.97655;6.2487;6.2487
365586;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.6;7.72258;598;600;103.5;0.786131;13.395;0.1833;0.1833;10.5;0.78124;1.09374;0.742178;1.01561;0.859364;1.05467;0.78124;1.05467;6.2487;6.2487
365737;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.6;7.72258;598;600;103.5;0.786131;13.395;0.1833;0.1833;10.5;0.78124;1.09374;0.742178;1.01561;0.859364;1.05467;0.78124;1.05467;6.2487;6.2487
366599;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.73479;595.5;600;103.5;0.781248;13.395;0.0078;-0.1209;10.5;0.859364;1.09374;0.859364;0.97655;0.898426;1.01561;0.742178;1.01561;6.2487;6.2487
367449;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.73479;595.5;600;103.5;0.781248;13.395;0.0078;-0.1209;10.5;0.859364;1.09374;0.859364;0.97655;0.898426;1.01561;0.742178;1.01561;6.2487;6.2487
367923;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.7119;597.25;600;103.5;0.781248;13.395;-0.0507;0.1326;10.5;0.820302;1.05467;0.820302;1.01561;0.820302;0.97655;0.820302;0.97655;6.2487;6.2487
368227;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.7119;597.25;600;103.5;0.781248;13.395;-0.0507;0.1326;10.5;0.820302;1.05467;0.820302;1.01561;0.820302;0.97655;0.820302;0.97655;6.2487;6.2487
368468;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.57609;601.25;600;103.5;0.786131;13.49;0.2262;0.2574;9.75;0.859364;1.05467;0.859364;0.97655;0.97655;1.01561;0.859364;1.01561;6.2487;6.2487
368806;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.57609;601.25;600;103.5;0.786131;13.49;0.2262;0.2574;9.75;0.859364;1.05467;0.859364;0.97655;0.97655;1.01561;0.859364;1.01561;6.2487;6.2487
369023;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.81413;594.75;600;103.5;0.786131;13.49;0.0546;-0.1521;11.25;0.820302;1.1328;0.859364;0.97655;0.97655;1.05467;0.820302;0.937488;6.2487;6.2487
369478;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.81413;594.75;600;103.5;0.786131;13.49;0.0546;-0.1521;11.25;0.820302;1.1328;0.859364;0.97655;0.97655;1.05467;0.820302;0.937488;6.2487;6.2487
369868;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.72258;598.75;600;103.5;0.786131;13.395;0.0039;0.0312;10.5;0.78124;1.1328;0.78124;0.97655;0.937488;1.09374;0.820302;1.01561;6.2487;6.2487
370029;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.72258;598.75;600;103.5;0.786131;13.395;0.0039;0.0312;10.5;0.78124;1.1328;0.78124;0.97655;0.937488;1.09374;0.820302;1.01561;6.2487;6.2487
370527;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.59746;599.75;600;103.5;0.786131;13.49;-0.0936;0.1014;9.75;0.78124;1.1328;0.820302;0.898426;0.97655;1.05467;0.820302;1.05467;6.2487;6.2487
370654;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.59746;599.75;600;103.5;0.786131;13.49;-0.0936;0.1014;9.75;0.78124;1.1328;0.820302;0.898426;0.97655;1.05467;0.820302;1.05467;6.2487;6.2487
370863;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.83702;594.25;600;103.5;0.781248;13.395;-0.0429;0.0936;11.25;0.820302;1.17186;0.820302;0.97655;0.898426;0.97655;0.859364;1.01561;6.2487;6.2487
371076;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.83702;594.25;600;103.5;0.781248;13.395;-0.0429;0.0936;11.25;0.820302;1.17186;0.820302;0.97655;0.898426;0.97655;0.859364;1.01561;6.2487;6.2487
371393;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.56541;599.25;600;103.5;0.786131;13.395;0.1443;0.195;9.75;0.820302;1.17186;0.78124;0.898426;0.97655;0.97655;0.820302;1.01561;6.2487;6.2487
371634;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.56541;599.25;600;103.5;0.786131;13.395;0.1443;0.195;9.75;0.820302;1.17186;0.78124;0.898426;0.97655;0.97655;0.820302;1.01561;6.2487;6.2487
371843;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.59746;598.75;600;103.5;0.781248;13.49;-0.0078;0.0234;9.75;0.859364;1.09374;0.898426;0.937488;0.97655;1.01561;0.820302;1.01561;6.2487;6.2487
372171;23.25;2.35296;3.136;0;24.75;0.999424;0.999424;16.4;7.59746;598.75;600;103.5;0.781248;13.49;-0.0078;0.0234;9.75;0.859364;1.09374;0.898426;0.937488;0.97655;1.01561;0.820302;1.01561;6.2487;6.2487
372540;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.62035;598.25;600;103.5;0.786131;13.395;0.156;0.1833;9.75;0.820302;1.1328;0.859364;0.97655;0.898426;1.01561;0.859364;1.05467;6.2487;6.2487
372858;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.62035;598.25;600;103.5;0.786131;13.395;0.156;0.1833;9.75;0.820302;1.1328;0.859364;0.97655;0.898426;1.01561;0.859364;1.05467;6.2487;6.2487
373319;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.64171;599.5;600;103.5;0.781248;13.49;0.0312;-0.1599;9.75;0.820302;1.01561;0.859364;0.97655;0.97655;1.09374;0.78124;1.05467;6.2487;6.2487
373700;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.64171;599.5;600;103.5;0.781248;13.49;0.0312;-0.1599;9.75;0.820302;1.01561;0.859364;0.97655;0.97655;1.09374;0.78124;1.05467;6.2487;6.2487
373859;23.25;2.35296;3.168;0;24.75;0.999424;0.999424;16.4;7.62035;600;600;103.5;0.786131;13.3;0.0897;-0.0039;9.75;0.78124;1.09374;0.78124;1.05467;0.859364;1.01561;0.820302;1.05467;6.2487;6.2487
374039;23.25;2.35296;3.168;0;24.75;0.999424;0.999424;16.4;7.62035;600;600;103.5;0.786131;13.3;0.0897;-0.0039;9.75;0.78124;1.09374;0.78124;1.05467;0.859364;1.01561;0.820302;1.05467;6.2487;6.2487
374377;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.87059;595.5;600;103.5;0.781248;13.395;0.1599;-0.0195;11.25;0.78124;1.05467;0.78124;1.01561;0.820302;1.01561;0.820302;1.1328;6.2487;6.2487
374558;23.25;2.35296;3.152;0;24.75;0.999424;0.999424;16.4;7.87059;595.5;600;103.5;0.781248;13.395;0.1599;-0.0195;11.25;0.78124;1.05467;0.78124;1.01561;0.820302;1.01561;0.820302;1.1328;6.2487;6.2487
374707;23.25;2.35296;3.168;0;24.75;0.999424;0.999424;16.6;7.60966;600;600;103.5;0.786131;13.205;-0.0702;0.0585;9.75;0.820302;1.05467;0.78124;0.937488;0.898426;1.05467;0.78124;1.1328;6.2487;6.2487
374798;23.25;2.35296;3.168;0;24.75;0.999424;0.999424;16.6;7.60966;600;600;103.5;0.786131;13.205;-0.0702;0.0585;9.75;0.820302;1.05467;0.78124;0.937488;0.898426;1.05467;0.78124;1.1328;6.2487;6.2487
374981;23.25;2.74512;3.168;0;24.75;0.999424;0.999424;16.8;7.51506;601.5;600;103.5;0.781248;13.395;0.0897;-0.078;9;0.820302;1.09374;0.78124;0.97655;0.937488;1.01561;0.820302;1.17186;6.2487;6.2487
375100;23.25;2.74512;3.168;0;24.75;0.999424;0.999424;16.8;7.51506;601.5;600;103.5;0.781248;13.395;0.0897;-0.078;9;0.820302;1.09374;0.78124;0.97655;0.937488;1.01561;0.820302;1.17186;6.2487;6.2487
375299;23.25;2.74512;3.2;0;24.75;0.999424;0.999424;16.9;7.6646;599.5;600;103.5;0.781248;13.205;0.0858;0.1014;9.75;0.78124;1.05467;0.78124;0.97655;0.937488;0.937488;0.820302;1.1328;6.2487;6.2487
375458;23.25;2.74512;3.2;0;24.75;0.999424;0.999424;16.9;7.6646;599.5;600;103.5;0.781248;13.205;0.0858;0.1014;9.75;0.78124;1.05467;0.78124;0.97655;0.937488;0.937488;0.820302;1.1328;6.2487;6.2487
375596;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.7;7.69664;599.75;600;103.5;0.786131;13.395;-0.1443;0.0468;9.75;0.859364;1.05467;0.859364;0.97655;0.937488;0.97655;0.820302;1.09374;6.2487;6.2487
375768;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.7;7.69664;599.75;600;103.5;0.786131;13.395;-0.1443;0.0468;9.75;0.859364;1.05467;0.859364;0.97655;0.937488;0.97655;0.820302;1.09374;6.2487;6.2487
375906;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.55778;602.25;600;103.5;0.781248;13.3;0.0897;-0.0312;9;0.78124;1.09374;0.820302;0.97655;0.898426;0.97655;0.898426;1.01561;6.2487;6.2487
376072;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.55778;602.25;600;103.5;0.781248;13.3;0.0897;-0.0312;9;0.78124;1.09374;0.820302;0.97655;0.898426;0.97655;0.898426;1.01561;6.2487;6.2487
376207;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.9;7.54863;601.5;600;103.5;0.786131;13.395;0.1404;0.0546;9;0.78124;1.09374;0.898426;0.898426;0.859364;1.05467;0.859364;1.05467;6.2487;6.2487
376367;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.9;7.54863;601.5;600;103.5;0.786131;13.395;0.1404;0.0546;9;0.78124;1.09374;0.898426;0.898426;0.859364;1.05467;0.859364;1.05467;6.2487;6.2487
376601;23.25;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.38536;602.75;600;103.5;0.781248;13.205;-0.1755;0.0429;8.25;0.78124;1.09374;0.898426;0.898426;0.820302;1.05467;0.859364;1.1328;6.2487;6.2487
376808;23.25;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.38536;602.75;600;103.5;0.781248;13.205;-0.1755;0.0429;8.25;0.78124;1.09374;0.898426;0.898426;0.820302;1.05467;0.859364;1.1328;6.2487;6.2487
377669;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.81261;597.75;600;103.5;0.781248;13.205;0.0936;0.1989;10.5;0.742178;1.09374;0.78124;0.937488;0.937488;1.09374;0.78124;1.05467;6.2487;6.2487
379668;23.25;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.81261;597.75;600;103.5;0.781248;13.205;0.0936;0.1989;10.5;0.742178;1.09374;0.78124;0.937488;0.937488;1.09374;0.78124;1.05467;6.2487;6.2487
380640;24;2.74512;3.184;0;24;0.999424;0.999424;16.7;7.54863;600.75;600;103.5;0.781248;13.3;0.1833;0.1716;9;0.78124;1.09374;0.78124;1.01561;0.898426;1.05467;0.78124;0.97655;6.2487;6.2487
381961;24;2.74512;3.184;0;24;0.999424;0.999424;16.7;7.54863;600.75;600;103.5;0.781248;13.3;0.1833;0.1716;9;0.78124;1.09374;0.78124;1.01561;0.898426;1.05467;0.78124;0.97655;6.2487;6.2487
382464;24;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.72868;599.5;600;103.5;0.781248;13.395;-0.1521;0.078;9.75;0.820302;1.09374;0.742178;0.937488;0.937488;0.97655;0.820302;1.05467;6.2487;6.2487
382776;24;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.72868;599.5;600;103.5;0.781248;13.395;-0.1521;0.078;9.75;0.820302;1.09374;0.742178;0.937488;0.937488;0.97655;0.820302;1.05467;6.2487;6.2487
383325;24;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.58067;602;600;103.5;0.781248;13.395;0.1404;-0.0156;9;0.820302;1.05467;0.78124;0.937488;0.898426;1.05467;0.78124;1.05467;6.2487;6.2487
383413;24;2.74512;3.2;0;24;0.999424;0.999424;16.9;7.58067;602;600;103.5;0.781248;13.395;0.1404;-0.0156;9;0.820302;1.05467;0.78124;0.937488;0.898426;1.05467;0.78124;1.05467;6.2487;6.2487
383780;24;2.74512;3.216;0;24;0.999424;0.999424;16.9;7.74089;597.25;600;103.5;0.786131;13.3;-0.0975;0.0039;9.75;0.820302;1.09374;0.78124;0.937488;0.898426;1.05467;0.898426;1.01561;6.2487;6.2487
384663;24;2.74512;3.216;0;24;0.999424;0.999424;16.9;7.74089;597.25;600;103.5;0.786131;13.3;-0.0975;0.0039;9.75;0.820302;1.09374;0.78124;0.937488;0.898426;1.05467;0.898426;1.01561;6.2487;6.2487
384898;24;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.37315;603.5;600;103.5;0.781248;13.395;0.0741;-0.1482;8.25;0.820302;1.1328;0.820302;0.937488;0.97655;1.01561;0.820302;1.01561;6.2487;6.2487
385366;24;2.74512;3.184;0;24;0.999424;0.999424;16.5;7.37315;603.5;600;103.5;0.781248;13.395;0.0741;-0.1482;8.25;0.820302;1.1328;0.820302;0.937488;0.97655;1.01561;0.820302;1.01561;6.2487;6.2487
385645;24;2.74512;3.168;0;24;0.999424;0.999424;16.9;7.34263;603.75;600;103.5;0.781248;13.395;-0.0702;0.0156;8.25;0.820302;1.09374;0.820302;1.01561;1.01561;1.05467;0.859364;0.97655;6.2487;6.2487
385784;24;2.74512;3.168;0;24;0.999424;0.999424;16.9;7.34263;603.75;600;103.5;0.781248;13.395;-0.0702;0.0156;8.25;0.820302;1.09374;0.820302;1.01561;1.01561;1.05467;0.859364;0.97655;6.2487;6.2487
386077;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.29228;606.25;600;103.5;0.781248;13.3;0.1287;0.0819;7.5;0.820302;1.01561;0.78124;0.937488;0.937488;1.1328;0.820302;0.97655;6.2487;6.2487
386327;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.29228;606.25;600;103.5;0.781248;13.3;0.1287;0.0819;7.5;0.820302;1.01561;0.78124;0.937488;0.937488;1.1328;0.820302;0.97655;6.2487;6.2487
386564;24;2.74512;3.184;0;23.25;0.999424;0.999424;16.5;7.55778;600.75;600;103.5;0.781248;13.3;-0.0429;0.1248;9;0.820302;1.09374;0.859364;0.937488;0.937488;1.05467;0.78124;1.09374;6.2487;6.2487
387053;24;2.74512;3.184;0;23.25;0.999424;0.999424;16.5;7.55778;600.75;600;103.5;0.781248;13.3;-0.0429;0.1248;9;0.820302;1.09374;0.859364;0.937488;0.937488;1.05467;0.78124;1.09374;6.2487;6.2487
387280;24;2.74512;3.216;0;23.25;0.999424;0.999424;16.9;7.41587;603.75;600;103.5;0.781248;13.3;0.156;0.2028;8.25;0.859364;1.1328;0.898426;0.898426;0.97655;1.1328;0.820302;1.05467;6.2487;6.2487
387630;24;2.74512;3.216;0;23.25;0.999424;0.999424;16.9;7.41587;603.75;600;103.5;0.781248;13.3;0.156;0.2028;8.25;0.859364;1.1328;0.898426;0.898426;0.97655;1.1328;0.820302;1.05467;6.2487;6.2487
388480;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.7;7.41587;604;600;103.5;0.781248;13.395;0.0897;0.2925;8.25;0.859364;1.09374;0.898426;0.898426;0.937488;1.05467;0.859364;1.01561;6.2487;6.2487
388882;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.7;7.41587;604;600;103.5;0.781248;13.395;0.0897;0.2925;8.25;0.859364;1.09374;0.898426;0.898426;0.937488;1.05467;0.859364;1.01561;6.2487;6.2487
389130;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.42656;602.75;600;103.5;0.786131;13.395;0.1326;0.1365;8.25;0.78124;1.05467;0.898426;0.937488;0.859364;1.1328;0.859364;1.05467;6.2487;6.2487
389302;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.42656;602.75;600;103.5;0.786131;13.395;0.1326;0.1365;8.25;0.78124;1.05467;0.898426;0.937488;0.859364;1.1328;0.859364;1.05467;6.2487;6.2487
389556;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.40519;603;600;103.5;0.781248;13.3;-0.0663;0.1404;8.25;0.820302;1.05467;0.898426;0.937488;0.937488;1.1328;0.859364;1.01561;6.2487;6.2487
389836;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.40519;603;600;103.5;0.781248;13.3;-0.0663;0.1404;8.25;0.820302;1.05467;0.898426;0.937488;0.937488;1.1328;0.859364;1.01561;6.2487;6.2487
390092;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.58067;598.5;600;103.5;0.781248;13.3;0.1209;0.0858;9;0.820302;1.09374;0.859364;0.97655;0.898426;1.09374;0.820302;0.97655;6.2487;6.2487
390186;24;2.74512;3.2;0;23.25;0.999424;0.999424;16.9;7.58067;598.5;600;103.5;0.781248;13.3;0.1209;0.0858;9;0.820302;1.09374;0.859364;0.97655;0.898426;1.09374;0.820302;0.97655;6.2487;6.2487
390524;24;2.74512;3.168;0;23.25;0.999424;0.999424;16.6;7.37315;602.25;600;103.5;0.786131;13.49;-0.1287;0.234;8.25;0.820302;1.05467;0.820302;1.01561;0.898426;1.05467;0.859364;0.97655;6.2487;6.2487
390775;24;2.74512;3.168;0;23.25;0.999424;0.999424;16.6;7.37315;602.25;600;103.5;0.786131;13.49;-0.1287;0.234;8.25;0.820302;1.05467;0.820302;1.01561;0.898426;1.05467;0.859364;0.97655;6.2487;6.2487
390936;24;2.74512;3.184;0;22.5;0.999424;0.999424;16.4;7.71953;597.5;600;103.5;0.786131;13.395;0.195;-0.0546;9.75;0.820302;1.09374;0.859364;0.97655;0.97655;1.01561;0.859364;0.97655;6.2487;6.2487
391231;24;2.74512;3.184;0;22.5;0.999424;0.999424;16.4;7.71953;597.5;600;103.5;0.786131;13.395;0.195;-0.0546;9.75;0.820302;1.09374;0.859364;0.97655;0.97655;1.01561;0.859364;0.97655;6.2487;6.2487
391412;24;2.74512;3.2;0;22.5;0.999424;0.999424;16.4;7.85839;596.25;600;103.5;0.786131;13.3;-0.1365;0.1443;10.5;0.78124;1.01561;0.937488;1.01561;0.937488;0.937488;0.859364;0.97655;6.2487;6.2487
391573;24;2.74512;3.2;0;22.5;0.999424;0.999424;16.4;7.85839;596.25;600;103.5;0.786131;13.3;-0.1365;0.1443;10.5;0.78124;1.01561;0.937488;1.01561;0.937488;0.937488;0.859364;0.97655;6.2487;6.2487
391802;24;2.74512;3.184;0;22.5;0.999424;0.999424;16.7;7.68596;599.5;600;103.5;0.781248;13.3;0.0234;0.0429;9.75;0.820302;1.05467;0.859364;1.05467;0.937488;0.97655;0.898426;1.05467;6.2487;6.2487
391991;24;2.74512;3.184;0;22.5;0.999424;0.999424;16.7;7.68596;599.5;600;103.5;0.781248;13.3;0.0234;0.0429;9.75;0.820302;1.05467;0.859364;1.05467;0.937488;0.97655;0.898426;1.05467;6.2487;6.2487
392394;24;2.74512;3.2;0;22.5;0.999424;0.999424;16.9;7.71953;596.5;600;103.5;0.781248;13.395;0.0858;0.3237;9.75;0.820302;1.05467;0.820302;1.01561;0.97655;1.01561;0.859364;1.05467;6.2487;6.2487
392646;24;2.74512;3.2;0;22.5;0.999424;0.999424;16.9;7.71953;596.5;600;103.5;0.781248;13.395;0.0858;0.3237;9.75;0.820302;1.05467;0.820302;1.01561;0.97655;1.01561;0.859364;1.05467;6.2487;6.2487
